"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","PERFIL-01@ctb0793",-51.5273528932225,-29.2316760562918,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-01@ctb0793"">Relatar problema</a>"
"2","PERFIL-07@ctb0793",-51.5143147391455,-29.2335228882039,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-07@ctb0793"">Relatar problema</a>"
"3","PERFIL-08@ctb0793",-51.5533383341157,-29.201769082425,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-08@ctb0793"">Relatar problema</a>"
"4","PERFIL-17@ctb0793",-51.5977960054278,-29.1695917301008,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-17@ctb0793"">Relatar problema</a>"
"5","PERFIL-20@ctb0793",-51.5716373857145,-29.1459147012704,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-20@ctb0793"">Relatar problema</a>"
"6","PERFIL-19@ctb0793",-51.5628791421662,-29.1442640020834,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-19@ctb0793"">Relatar problema</a>"
"7","PERFIL-06@ctb0793",-51.5206760444833,-29.215636902038,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-06@ctb0793"">Relatar problema</a>"
"8","PERFIL-13@ctb0793",-51.5392374814955,-29.174668938674,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-13@ctb0793"">Relatar problema</a>"
"9","PERFIL-18@ctb0793",-51.597201086072,-29.14852891367,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-18@ctb0793"">Relatar problema</a>"
"10","PERFIL-11@ctb0793",-51.5448104059896,-29.188103394663,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-11@ctb0793"">Relatar problema</a>"
"11","PERFIL-16@ctb0793",-51.5771792271735,-29.1606837488714,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oWlpPYVFNakMtMFU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-16@ctb0793"">Relatar problema</a>"
