"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","Orleans n°20@ctb0615",-49.27227812,-28.30254939,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°20@ctb0615"">Relatar problema</a>"
"2","Orleans n°02@ctb0615",-49.35591093,-28.24678904,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°02@ctb0615"">Relatar problema</a>"
"3","Orleans n°19@ctb0615",-49.26669004,-28.30885892,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°19@ctb0615"">Relatar problema</a>"
"4","Orleans nº25@ctb0615",-49.3227472,-28.25926069,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº25@ctb0615"">Relatar problema</a>"
"5","Orleans nº11@ctb0615",-49.32529242,-28.24960305,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº11@ctb0615"">Relatar problema</a>"
"6","Orleans nº09@ctb0615",-49.27765861,-28.2665279,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº09@ctb0615"">Relatar problema</a>"
"7","Orleans nº03@ctb0615",-49.35464636,-28.25102453,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº03@ctb0615"">Relatar problema</a>"
"8","Orleans nº12@ctb0615",-49.3226953,-28.26231418,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº12@ctb0615"">Relatar problema</a>"
"9","Orleans nº14@ctb0615",-49.29601142,-28.26570217,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº14@ctb0615"">Relatar problema</a>"
"10","Orleans nº13@ctb0615",-49.2849248,-28.26210698,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº13@ctb0615"">Relatar problema</a>"
"11","Orleans n°06@ctb0615",-49.33980038,-28.28057272,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°06@ctb0615"">Relatar problema</a>"
"12","Orleans n°05@ctb0615",-49.34033395,-28.28482085,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°05@ctb0615"">Relatar problema</a>"
"13","Orleans nº22@ctb0615",-49.25717086,-28.30980259,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº22@ctb0615"">Relatar problema</a>"
"14","Orleans nº10@ctb0615",-49.4276371,-28.2409996,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº10@ctb0615"">Relatar problema</a>"
"15","Orleans nº15@ctb0615",-49.30875172,-28.27223194,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº15@ctb0615"">Relatar problema</a>"
"16","Orleans nº04@ctb0615",-49.34618736,-28.2551641,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº04@ctb0615"">Relatar problema</a>"
"17","Orleans n°01@ctb0615",-49.35623487,-28.24520455,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°01@ctb0615"">Relatar problema</a>"
"18","Orleans n°21@ctb0615",-49.26622466,-28.29982844,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°21@ctb0615"">Relatar problema</a>"
"19","Orleans nº24@ctb0615",-49.34636747,-28.28277322,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº24@ctb0615"">Relatar problema</a>"
"20","Orleans nº07@ctb0615",-49.33279543,-28.26827685,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº07@ctb0615"">Relatar problema</a>"
"21","Orleans nº23@ctb0615",-49.3381497,-28.27099538,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans nº23@ctb0615"">Relatar problema</a>"
"22","Orleans n°17@ctb0615",-49.30427521,-28.28969339,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°17@ctb0615"">Relatar problema</a>"
"23","Orleans n°16@ctb0615",-49.30535196,-28.29766653,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oTjhFY2g2WXltbU0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Orleans n°16@ctb0615"">Relatar problema</a>"
