"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","21@ctb0714",-68.43333333,0.28333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=21@ctb0714"">Relatar problema</a>"
"2","40@ctb0714",-68.86666667,1.13333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=40@ctb0714"">Relatar problema</a>"
"3","48@ctb0714",-67.25,0.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=48@ctb0714"">Relatar problema</a>"
"4","39@ctb0714",-68.45,0.71666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=39@ctb0714"">Relatar problema</a>"
"5","20@ctb0714",-67.65,1.8,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=20@ctb0714"">Relatar problema</a>"
"6","7@ctb0714",-69.61666667,1.26666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=7@ctb0714"">Relatar problema</a>"
"7","44@ctb0714",-66.7,0.9,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=44@ctb0714"">Relatar problema</a>"
"8","8@ctb0714",-69.18333333,0.61666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=8@ctb0714"">Relatar problema</a>"
"9","2@ctb0714",-69.43333333,1.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=2@ctb0714"">Relatar problema</a>"
"10","25@ctb0714",-68.31666667,1.53333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=25@ctb0714"">Relatar problema</a>"
"11","5@ctb0714",-69.2,1.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=5@ctb0714"">Relatar problema</a>"
"12","4@ctb0714",-69.01666667,1.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=4@ctb0714"">Relatar problema</a>"
"13","46@ctb0714",-66.26666667,0.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=46@ctb0714"">Relatar problema</a>"
"14","47@ctb0714",-67.13333333,1.41666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=47@ctb0714"">Relatar problema</a>"
"15","50@ctb0714",-67.31666667,0.46666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=50@ctb0714"">Relatar problema</a>"
"16","15@ctb0714",-69.35,0.3,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=15@ctb0714"">Relatar problema</a>"
"17","54@ctb0714",-67.01666667,-0.06666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=54@ctb0714"">Relatar problema</a>"
"18","3@ctb0714",-69.5,1.35,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=3@ctb0714"">Relatar problema</a>"
"19","24@ctb0714",-68.51666667,1.6,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=24@ctb0714"">Relatar problema</a>"
"20","13@ctb0714",-69.4,0.46666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23ocFcyNXMtNUZaaTg"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=13@ctb0714"">Relatar problema</a>"
