"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","PERFIL-Nº-83@ctb0664",-71.33333333,-7.16666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-83@ctb0664"">Relatar problema</a>"
"2","PERFIL-Nº-11@ctb0664",-70.41666667,-4.15,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-11@ctb0664"">Relatar problema</a>"
"3","PERFIL-Nº-09@ctb0664",-70.6,-4.28333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-09@ctb0664"">Relatar problema</a>"
"4","PERFIL-Nº-38@ctb0664",-66.135,-4.78333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-38@ctb0664"">Relatar problema</a>"
"5","PERFIL-Nº-62@ctb0664",-66.98333333,-5.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-62@ctb0664"">Relatar problema</a>"
"6","PERFIL-Nº-86@ctb0664",-70.35,-7.15,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-86@ctb0664"">Relatar problema</a>"
"7","PERFIL-Nº-95@ctb0664",-67.63333333,-7.83333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-95@ctb0664"">Relatar problema</a>"
"8","PERFIL-Nº-73@ctb0664",-69.16666667,-6.31666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-73@ctb0664"">Relatar problema</a>"
"9","PERFIL-Nº-15@ctb0664",-70,-4.3333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-15@ctb0664"">Relatar problema</a>"
"10","PERFIL-Nº-07@ctb0664",-71.18333333,-4.63333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-07@ctb0664"">Relatar problema</a>"
"11","PERFIL-Nº-72@ctb0664",-69.6,-6.28333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-72@ctb0664"">Relatar problema</a>"
"12","PERFIL-Nº-66@ctb0664",-66.58333333,-5.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-66@ctb0664"">Relatar problema</a>"
"13","PERFIL-Nº-82@ctb0664",-71.7,-7.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-82@ctb0664"">Relatar problema</a>"
"14","PERFIL-Nº-25@ctb0664",-69.13333333,-4.15,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-25@ctb0664"">Relatar problema</a>"
"15","PERFIL-Nº-99@ctb0664",-66.85,-7.88333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-99@ctb0664"">Relatar problema</a>"
"16","PERFIL-Nº-97@ctb0664",-67.18333333,-7.7,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-97@ctb0664"">Relatar problema</a>"
"17","PERFIL-Nº-61@ctb0664",-67.6,-5.91666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-61@ctb0664"">Relatar problema</a>"
"18","PERFIL-Nº-100@ctb0664",-66.66666667,-7.3,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-100@ctb0664"">Relatar problema</a>"
"19","PERFIL-Nº-50@ctb0664",-70.16666667,-5.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-50@ctb0664"">Relatar problema</a>"
"20","PERFIL-Nº-92@ctb0664",-69.35,-7.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-92@ctb0664"">Relatar problema</a>"
"21","PERFIL-Nº-18@ctb0664",-69.78333333,-4.13333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-18@ctb0664"">Relatar problema</a>"
"22","PERFIL-Nº-60@ctb0664",-67.76666667,-5.13333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-60@ctb0664"">Relatar problema</a>"
"23","PERFIL-Nº-04@ctb0664",-71.6,-4.83333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-04@ctb0664"">Relatar problema</a>"
"24","PERFIL-Nº-08@ctb0664",-70.9,-4.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-08@ctb0664"">Relatar problema</a>"
"25","PERFIL-Nº-14@ctb0664",-69.98033333,-4.35,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-14@ctb0664"">Relatar problema</a>"
"26","PERFIL-Nº-68@ctb0664",-70.4,-6.25,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-68@ctb0664"">Relatar problema</a>"
"27","PERFIL-Nº-69@ctb0664",-70.06666667,-6.9,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-69@ctb0664"">Relatar problema</a>"
"28","PERFIL-Nº-24@ctb0664",-69.16666667,-4.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-24@ctb0664"">Relatar problema</a>"
"29","PERFIL-Nº-02@ctb0664",-71.78333333,-4.53333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-02@ctb0664"">Relatar problema</a>"
"30","PERFIL-Nº-21@ctb0664",-69.31666667,-4.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-21@ctb0664"">Relatar problema</a>"
"31","PERFIL-Nº-67@ctb0664",-70.83333333,-6.26666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-67@ctb0664"">Relatar problema</a>"
"32","PERFIL-Nº-49@ctb0664",-70.61666667,-5.81666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-49@ctb0664"">Relatar problema</a>"
"33","PERFIL-Nº-05@ctb0664",-71.38333333,-4.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-05@ctb0664"">Relatar problema</a>"
"34","PERFIL-Nº-51@ctb0664",-69.88333333,-5.51666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-51@ctb0664"">Relatar problema</a>"
"35","PERFIL-Nº-19@ctb0664",-69.63333333,-4.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-19@ctb0664"">Relatar problema</a>"
"36","PERFIL-Nº-53@ctb0664",-69.4,-5.2,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-53@ctb0664"">Relatar problema</a>"
"37","PERFIL-Nº-28@ctb0664",-68.85,-4.76666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-28@ctb0664"">Relatar problema</a>"
"38","PERFIL-Nº-20@ctb0664",-69.4,-4.48333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-20@ctb0664"">Relatar problema</a>"
"39","PERFIL-Nº-98@ctb0664",-67.16666667,-7.3,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odXk4UXlvaFVXWjA"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=PERFIL-Nº-98@ctb0664"">Relatar problema</a>"
