"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","Perfil-01@ctb0643",-51.869375,-30.905739,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-01@ctb0643"">Relatar problema</a>"
"2","Perfil-02@ctb0643",-52.273971,-31.581913,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-02@ctb0643"">Relatar problema</a>"
"3","Perfil-04@ctb0643",-53.363254,-31.577691,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-04@ctb0643"">Relatar problema</a>"
"4","Perfil-03@ctb0643",-52.54107,-31.567208,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-03@ctb0643"">Relatar problema</a>"
"5","Perfil-05@ctb0643",-54.156946,-31.761462,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-05@ctb0643"">Relatar problema</a>"
"6","Perfil-06@ctb0643",-54.136373,-31.484272,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-06@ctb0643"">Relatar problema</a>"
"7","Perfil-08@ctb0643",-54.140504,-31.455006,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-08@ctb0643"">Relatar problema</a>"
"8","Perfil-09@ctb0643",-53.632093,-30.924646,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-09@ctb0643"">Relatar problema</a>"
"9","Perfil-07@ctb0643",-54.053773,-31.297044,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-07@ctb0643"">Relatar problema</a>"
"10","Perfil-10@ctb0643",-53.777855,-29.797488,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-10@ctb0643"">Relatar problema</a>"
"11","Perfil-11@ctb0643",-53.684648,-30.020767,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-11@ctb0643"">Relatar problema</a>"
"12","Perfil-13@ctb0643",-53.085863,-28.639319,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-13@ctb0643"">Relatar problema</a>"
"13","Perfil-12@ctb0643",-53.643087,-28.969916,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-12@ctb0643"">Relatar problema</a>"
"14","Perfil-16@ctb0643",-50.778135,-28.246346,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-16@ctb0643"">Relatar problema</a>"
"15","Perfil-15@ctb0643",-50.879524,-28.510623,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-15@ctb0643"">Relatar problema</a>"
"16","Perfil-14@ctb0643",-51.091542,-28.370888,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-14@ctb0643"">Relatar problema</a>"
"17","Perfil-17@ctb0643",-50.379942,-27.82489,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-17@ctb0643"">Relatar problema</a>"
"18","Perfil-18@ctb0643",-50.454007,-26.915807,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-18@ctb0643"">Relatar problema</a>"
"19","Perfil-19@ctb0643",-50.090892,-26.169897,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-19@ctb0643"">Relatar problema</a>"
"20","Perfil-22@ctb0643",-49.004188,-25.388826,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-22@ctb0643"">Relatar problema</a>"
"21","Perfil-21@ctb0643",-49.003271,-25.389054,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-21@ctb0643"">Relatar problema</a>"
"22","Perfil-20@ctb0643",-50.136715,-27.52419,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oYmxNd2NaWkFGNUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=Perfil-20@ctb0643"">Relatar problema</a>"
