"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","4@ctb0774",-51.30347222,-27.09041667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=4@ctb0774"">Relatar problema</a>"
"2","0@ctb0774",-49.1865,-27.66763889,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=0@ctb0774"">Relatar problema</a>"
"3","11@ctb0774",-50.57944444,-27.37,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=11@ctb0774"">Relatar problema</a>"
"4","12@ctb0774",-49.56491667,-28.37194444,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=12@ctb0774"">Relatar problema</a>"
"5","2@ctb0774",-50.45377778,-26.91536111,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=2@ctb0774"">Relatar problema</a>"
"6","1@ctb0774",-50.12916667,-27.89494444,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=1@ctb0774"">Relatar problema</a>"
"7","5@ctb0774",-51.56644444,-26.69063889,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=5@ctb0774"">Relatar problema</a>"
"8","3@ctb0774",-50.70563889,-26.94655556,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=3@ctb0774"">Relatar problema</a>"
"9","6@ctb0774",-51.67763889,-26.77258333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=6@ctb0774"">Relatar problema</a>"
"10","7@ctb0774",-52.09888889,-26.85369444,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=7@ctb0774"">Relatar problema</a>"
"11","8@ctb0774",-52.04197222,-26.85588889,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=8@ctb0774"">Relatar problema</a>"
"12","10@ctb0774",-50.70638889,-27.3025,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oZzl2WFhROXo4VWc"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=10@ctb0774"">Relatar problema</a>"
