"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","255@ctb0762",-54.1,-15.71666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=255@ctb0762"">Relatar problema</a>"
"2","54@ctb0762",-56.88333333,-13.25,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=54@ctb0762"">Relatar problema</a>"
"3","245@ctb0762",-55.08333333,-15.06666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=245@ctb0762"">Relatar problema</a>"
"4","78@ctb0762",-59.43333333,-14.68333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=78@ctb0762"">Relatar problema</a>"
"5","240@ctb0762",-55.63333333,-15.8,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=240@ctb0762"">Relatar problema</a>"
"6","81@ctb0762",-59.91666667,-14.76666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=81@ctb0762"">Relatar problema</a>"
"7","57@ctb0762",-56.05,-13.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=57@ctb0762"">Relatar problema</a>"
"8","249@ctb0762",-54.23333333,-15.46666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=249@ctb0762"">Relatar problema</a>"
"9","129@ctb0762",-55.1,-14.56666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=129@ctb0762"">Relatar problema</a>"
"10","164@ctb0762",-58.58333333,-15.5,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=164@ctb0762"">Relatar problema</a>"
"11","259@ctb0762",-54.51666667,-15.8,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=259@ctb0762"">Relatar problema</a>"
"12","154@ctb0762",-58.76666667,-15.31666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=154@ctb0762"">Relatar problema</a>"
"13","115@ctb0762",-56.9,-14.41666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=115@ctb0762"">Relatar problema</a>"
"14","50@ctb0762",-57.88333333,-13.68333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=50@ctb0762"">Relatar problema</a>"
"15","44@ctb0762",-59.81666667,-13.96666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=44@ctb0762"">Relatar problema</a>"
"16","239@ctb0762",-55.68333333,-15.7,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=239@ctb0762"">Relatar problema</a>"
"17","188@ctb0762",-58.23333333,-15.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=188@ctb0762"">Relatar problema</a>"
"18","253@ctb0762",-54.08333333,-15.63333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=253@ctb0762"">Relatar problema</a>"
"19","169@ctb0762",-59.86666667,-15.63333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=169@ctb0762"">Relatar problema</a>"
"20","130@ctb0762",-54.96666667,-14.8,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=130@ctb0762"">Relatar problema</a>"
"21","116@ctb0762",-56.05,-14.43333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN3VRR21fdEV0cEU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=116@ctb0762"">Relatar problema</a>"
