"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","147@ctb0763",-54.56666667,-18.15,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=147@ctb0763"">Relatar problema</a>"
"2","132@ctb0763",-57.61666667,-18.66666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=132@ctb0763"">Relatar problema</a>"
"3","76@ctb0763",-54.11666667,-16.43333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=76@ctb0763"">Relatar problema</a>"
"4","93@ctb0763",-57.3,-17.48333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=93@ctb0763"">Relatar problema</a>"
"5","104@ctb0763",-56.86666667,-17.61666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=104@ctb0763"">Relatar problema</a>"
"6","131@ctb0763",-57.2,-18.56666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=131@ctb0763"">Relatar problema</a>"
"7","85@ctb0763",-55.23333333,-16.81666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=85@ctb0763"">Relatar problema</a>"
"8","140@ctb0763",-56.46666667,-18.81666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=140@ctb0763"">Relatar problema</a>"
"9","4@ctb0763",-58.63333333,-16.08333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=4@ctb0763"">Relatar problema</a>"
"10","5@ctb0763",-59.45,-16.08333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=5@ctb0763"">Relatar problema</a>"
"11","88@ctb0763",-55.21666667,-16.81666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=88@ctb0763"">Relatar problema</a>"
"12","126@ctb0763",-55.1,-17.98333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=126@ctb0763"">Relatar problema</a>"
"13","189@ctb0763",-56.98333333,-19.5,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=189@ctb0763"">Relatar problema</a>"
"14","169@ctb0763",-57.6,-19.06666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=169@ctb0763"">Relatar problema</a>"
"15","137@ctb0763",-56.8,-18.66666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=137@ctb0763"">Relatar problema</a>"
"16","180@ctb0763",-57.08333333,-19.06666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=180@ctb0763"">Relatar problema</a>"
"17","206@ctb0763",-55.43333333,-19.08333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=206@ctb0763"">Relatar problema</a>"
"18","84@ctb0763",-55.35,-16.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=84@ctb0763"">Relatar problema</a>"
"19","68@ctb0763",-55.98333333,-16.81666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=68@ctb0763"">Relatar problema</a>"
"20","23@ctb0763",-58.05,-16.16666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=23@ctb0763"">Relatar problema</a>"
"21","29@ctb0763",-58.25,-16.31666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=29@ctb0763"">Relatar problema</a>"
"22","97@ctb0763",-56.08333333,-17.11666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=97@ctb0763"">Relatar problema</a>"
"23","103@ctb0763",-55.93333333,-17.38333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=103@ctb0763"">Relatar problema</a>"
"24","171@ctb0763",-57.58333333,-19.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=171@ctb0763"">Relatar problema</a>"
"25","174@ctb0763",-57.28333333,-19.26666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=174@ctb0763"">Relatar problema</a>"
"26","64@ctb0763",-56.76666667,-16.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=64@ctb0763"">Relatar problema</a>"
"27","224@ctb0763",-54.33333333,-19.91666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=224@ctb0763"">Relatar problema</a>"
"28","119@ctb0763",-55.11666667,-17.53333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=119@ctb0763"">Relatar problema</a>"
"29","119@ctb0763",-55.11666667,-17.53333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=119@ctb0763"">Relatar problema</a>"
"30","36@ctb0763",-57.08333333,-16.56666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=36@ctb0763"">Relatar problema</a>"
"31","142@ctb0763",-56.2,-18.85,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=142@ctb0763"">Relatar problema</a>"
"32","81@ctb0763",-55.28333333,-16.5,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=81@ctb0763"">Relatar problema</a>"
"33","204@ctb0763",-56.43333333,-19.98333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=204@ctb0763"">Relatar problema</a>"
"34","195@ctb0763",-56.05,-19.68333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=195@ctb0763"">Relatar problema</a>"
"35","60@ctb0763",-55.71666667,-16.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=60@ctb0763"">Relatar problema</a>"
"36","118@ctb0763",-54.75,-17.51666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=118@ctb0763"">Relatar problema</a>"
"37","118@ctb0763",-54.75,-17.51666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=118@ctb0763"">Relatar problema</a>"
"38","109@ctb0763",-54.91666667,-17.06666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=109@ctb0763"">Relatar problema</a>"
"39","102@ctb0763",-56.55,-17.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=102@ctb0763"">Relatar problema</a>"
"40","74@ctb0763",-55.28333333,-16.23333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oOGhNQ2NiTkhUOUk"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=74@ctb0763"">Relatar problema</a>"
