"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","45@ctb0718",-69.11666667,-2.95,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=45@ctb0718"">Relatar problema</a>"
"2","62@ctb0718",-69.41666667,-3.38333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=62@ctb0718"">Relatar problema</a>"
"3","21@ctb0718",-69.43333333,-1.41666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=21@ctb0718"">Relatar problema</a>"
"4","70@ctb0718",-68.86666667,-3.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=70@ctb0718"">Relatar problema</a>"
"5","66@ctb0718",-68.66666667,-3.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=66@ctb0718"">Relatar problema</a>"
"6","69@ctb0718",-67.93333333,-3.31666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=69@ctb0718"">Relatar problema</a>"
"7","72@ctb0718",-68.66666667,-3.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=72@ctb0718"">Relatar problema</a>"
"8","58@ctb0718",-66.08333333,-2.53333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=58@ctb0718"">Relatar problema</a>"
"9","34@ctb0718",-66.35,-1.23333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=34@ctb0718"">Relatar problema</a>"
"10","43@ctb0718",-69.31666667,-2.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=43@ctb0718"">Relatar problema</a>"
"11","77@ctb0718",-67.5,-3.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=77@ctb0718"">Relatar problema</a>"
"12","57@ctb0718",-67.33333333,-2.36666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=57@ctb0718"">Relatar problema</a>"
"13","46@ctb0718",-68.56666667,-2.03333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=46@ctb0718"">Relatar problema</a>"
"14","59@ctb0718",-66.15,-2.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=59@ctb0718"">Relatar problema</a>"
"15","24@ctb0718",-67,-1.05,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=24@ctb0718"">Relatar problema</a>"
"16","61@ctb0718",-69.56666667,-3.13333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=61@ctb0718"">Relatar problema</a>"
"17","18@ctb0718",-69.13333333,-1.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=18@ctb0718"">Relatar problema</a>"
"18","37@ctb0718",-67.45,-1.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=37@ctb0718"">Relatar problema</a>"
"19","14@ctb0718",-66.85,-0.86666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=14@ctb0718"">Relatar problema</a>"
"20","3@ctb0718",-69.58333333,-0.21666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=3@ctb0718"">Relatar problema</a>"
"21","60@ctb0718",-66.96666667,-2.98333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=60@ctb0718"">Relatar problema</a>"
"22","68@ctb0718",-67.95,-3.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=68@ctb0718"">Relatar problema</a>"
"23","54@ctb0718",-66.5,-2.11666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=54@ctb0718"">Relatar problema</a>"
"24","51@ctb0718",-68.85,-2.83333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=51@ctb0718"">Relatar problema</a>"
"25","17@ctb0718",-66.71666667,-0.78333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=17@ctb0718"">Relatar problema</a>"
"26","27@ctb0718",-68.18333333,-1.46666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=27@ctb0718"">Relatar problema</a>"
"27","64@ctb0718",-69.11666667,-3.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23odFJnY3ZpdEtNa3c"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=64@ctb0718"">Relatar problema</a>"
