"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","4@ctb0754",-64.31666667,-12.41666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=4@ctb0754"">Relatar problema</a>"
"2","6@ctb0754",-63.86666667,-12.18333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=6@ctb0754"">Relatar problema</a>"
"3","7@ctb0754",-63.71666667,-12.2,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=7@ctb0754"">Relatar problema</a>"
"4","9@ctb0754",-64.68333333,-10.45,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=9@ctb0754"">Relatar problema</a>"
"5","10@ctb0754",-63.33333333,-12.3,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=10@ctb0754"">Relatar problema</a>"
"6","13@ctb0754",-62.8,-12.2,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=13@ctb0754"">Relatar problema</a>"
"7","15@ctb0754",-62.31666667,-12.03333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=15@ctb0754"">Relatar problema</a>"
"8","22@ctb0754",-62.41666667,-12.46666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=22@ctb0754"">Relatar problema</a>"
"9","23@ctb0754",-62.73333333,-12.55,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=23@ctb0754"">Relatar problema</a>"
"10","24@ctb0754",-62.58333333,-12.68333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=24@ctb0754"">Relatar problema</a>"
"11","25@ctb0754",-62.08333333,-12.6,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=25@ctb0754"">Relatar problema</a>"
"12","31@ctb0754",-62.3,-13.01666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oQVFNc2xMdmphblU"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=31@ctb0754"">Relatar problema</a>"
