"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","39-EXTRA@ctb0771",-41.8,-18.88333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=39-EXTRA@ctb0771"">Relatar problema</a>"
"2","58@ctb0771",-40.53333333,-17.78333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=58@ctb0771"">Relatar problema</a>"
"3","44-EXTRA@ctb0771",-41.55,-16.58333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=44-EXTRA@ctb0771"">Relatar problema</a>"
"4","37-EXTRA@ctb0771",-41.6,-16.7,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=37-EXTRA@ctb0771"">Relatar problema</a>"
"5","23-EXTRA@ctb0771",-40.85,-17.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=23-EXTRA@ctb0771"">Relatar problema</a>"
"6","47@ctb0771",-41.45,-17.01666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=47@ctb0771"">Relatar problema</a>"
"7","17@ctb0771",-41.73333333,-16.41666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=17@ctb0771"">Relatar problema</a>"
"8","12@ctb0771",-41.3,-17.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=12@ctb0771"">Relatar problema</a>"
"9","5@ctb0771",-41.8,-19.2,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=5@ctb0771"">Relatar problema</a>"
"10","44@ctb0771",-39.6,-16.93333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=44@ctb0771"">Relatar problema</a>"
"11","48@ctb0771",-40.81666667,-18.5,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=48@ctb0771"">Relatar problema</a>"
"12","38@ctb0771",-41.8,-18.91666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=38@ctb0771"">Relatar problema</a>"
"13","33-EXTRA@ctb0771",-40.66666667,-19.65,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=33-EXTRA@ctb0771"">Relatar problema</a>"
"14","38@ctb0771",-41.8,-18.91666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=38@ctb0771"">Relatar problema</a>"
"15","39@ctb0771",-41.91666667,-18.88333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=39@ctb0771"">Relatar problema</a>"
"16","57@ctb0771",-41.73333333,-16.03333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=57@ctb0771"">Relatar problema</a>"
"17","54@ctb0771",-41.85,-16.11666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=54@ctb0771"">Relatar problema</a>"
"18","42@ctb0771",-41.55,-18.71666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=42@ctb0771"">Relatar problema</a>"
"19","36@ctb0771",-40.58333333,-19.9,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=36@ctb0771"">Relatar problema</a>"
"20","31@ctb0771",-39.799376,-18.211775,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=31@ctb0771"">Relatar problema</a>"
"21","49@ctb0771",-41.73333333,-16.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=49@ctb0771"">Relatar problema</a>"
"22","56@ctb0771",-41.06666667,-19.43333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=56@ctb0771"">Relatar problema</a>"
"23","16-EXTRA@ctb0771",-41.93333333,-16.28333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=16-EXTRA@ctb0771"">Relatar problema</a>"
"24","55@ctb0771",-41.63333333,-16.03333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=55@ctb0771"">Relatar problema</a>"
"25","34-EXTRA@ctb0771",-41.55,-16.01666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=34-EXTRA@ctb0771"">Relatar problema</a>"
"26","40@ctb0771",-41.6,-16.05,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=40@ctb0771"">Relatar problema</a>"
"27","25-EXTRA@ctb0771",-41.63333333,-17.16666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oN0xieExNUFIzRnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=25-EXTRA@ctb0771"">Relatar problema</a>"
