"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","18@ctb0704",-47.0833,-7.4,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=18@ctb0704"">Relatar problema</a>"
"2","15@ctb0704",-43.2167,-4.9333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=15@ctb0704"">Relatar problema</a>"
"3","1@ctb0704",-46.55,-4.3167,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=1@ctb0704"">Relatar problema</a>"
"4","28@ctb0704",-41.25,-7.1,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=28@ctb0704"">Relatar problema</a>"
"5","26@ctb0704",-42.15,-6.15,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=26@ctb0704"">Relatar problema</a>"
"6","17@ctb0704",-42.1333,-7.3833,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=17@ctb0704"">Relatar problema</a>"
"7","25@ctb0704",-47.3833,-7.35,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=25@ctb0704"">Relatar problema</a>"
"8","8@ctb0704",-41.2667,-6.2833,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=8@ctb0704"">Relatar problema</a>"
"9","14@ctb0704",-42.0667,-6.9833,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=14@ctb0704"">Relatar problema</a>"
"10","10@ctb0704",-40.6667,-7.9,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=10@ctb0704"">Relatar problema</a>"
"11","2@ctb0704",-47.4833,-4.6333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oaXRIOGFPdmYxd1k"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=2@ctb0704"">Relatar problema</a>"
