"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","P27@ctb0826",-46.31666667,-17.73333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=P27@ctb0826"">Relatar problema</a>"
"2","P5@ctb0826",-46.9,-16.38333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=P5@ctb0826"">Relatar problema</a>"
"3","E1@ctb0826",-47.1,-16.4,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E1@ctb0826"">Relatar problema</a>"
"4","E17@ctb0826",-46.18333333,-15.86666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E17@ctb0826"">Relatar problema</a>"
"5","E10@ctb0826",-45.7,-15.33333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E10@ctb0826"">Relatar problema</a>"
"6","E11@ctb0826",-45.38333333,-17.58333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E11@ctb0826"">Relatar problema</a>"
"7","E12@ctb0826",-46.46666667,-17.51666667,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E12@ctb0826"">Relatar problema</a>"
"8","E26@ctb0826",-46.51666667,-15.08333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E26@ctb0826"">Relatar problema</a>"
"9","E7@ctb0826",-46.38333333,-14.9,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E7@ctb0826"">Relatar problema</a>"
"10","E3@ctb0826",-46.13333333,-17.83333333,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E3@ctb0826"">Relatar problema</a>"
"11","E15@ctb0826",-47.11666667,-16.85,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oc3ZFQVB2YUVGYk0"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=E15@ctb0826"">Relatar problema</a>"
