"","observacao_id","coord_x","coord_y","sharing","mailto"
"1","JCMN_1A@ctb0012",-53.6670617,-29.3061346,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_1A@ctb0012"">Relatar problema</a>"
"2","JCMN_1B@ctb0012",-53.6673299,-29.3065464,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_1B@ctb0012"">Relatar problema</a>"
"3","JCMN_1C@ctb0012",-53.6667827,-29.30693,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_1C@ctb0012"">Relatar problema</a>"
"4","JCMN_2A@ctb0012",-53.6658063,-29.3062657,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_2A@ctb0012"">Relatar problema</a>"
"5","JCMN_2B@ctb0012",-53.6651733,-29.3064902,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_2B@ctb0012"">Relatar problema</a>"
"6","JCMN_2C@ctb0012",-53.6655381,-29.3068738,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_2C@ctb0012"">Relatar problema</a>"
"7","JCMN_3A@ctb0012",-53.6668578,-29.3075193,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_3A@ctb0012"">Relatar problema</a>"
"8","JCMN_3B@ctb0012",-53.6663106,-29.307959,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_3B@ctb0012"">Relatar problema</a>"
"9","JCMN_3C@ctb0012",-53.6658493,-29.3075381,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCMN_3C@ctb0012"">Relatar problema</a>"
"10","JCCN_1A@ctb0012",-53.671396,-29.3001468,"<a href=""https://drive.google.com/open?id=0B7xsLbrOA23oSERBdld3N0xaVnM"">Acessar dados</a>","<a href=""mailto:fe-br@googlegroups.com?subject=JCCN_1A@ctb0012"">Relatar problema</a>"
